,"Principles of Real Estate Practice in Florida, 2nd Edition Final Exams Question Database 8-10-23",,,,,,
,,,,,,,
Book Name,Question #,Question Stem,Answer A,Answer B,Answer C,Answer D,Correct Answer
,Final Exam #1,,,,,,
Principles of Real Estate Practice in Florida,1.1,"Cuando un copropietario fallece, ¿qué sucede con el interés del inquilino en el patrimonio? ","Pasa a los herederos del difunto, que se convierten en copropietarios ",Pasa como un arrendamiento en común a los herederos del difunto ,La tenencia conjunta termina y se convierte en una tenencia en común con los herederos del difunto y los inquilinos sobrevivientes como copropietarios ,Pasa a los copropietarios sobrevivientes ,D
Principles of Real Estate Practice in Florida,1.2,¿Cuál de los siguientes NO es necesario al registrar una transferencia de bienes raíces en Florida? ,Firma notarial ,Firma del testigo ,Número de parcela de propiedad válido ,Declaración jurada de propiedad ,C 
Principles of Real Estate Practice in Florida,1.3,¿En qué tipo de servidumbre hay un conventillo dominante y un conventillo sirviente? ,Una servidumbre en bruto ,Una servidumbre comercial ,Una servidumbre personal ,Una servidumbre accesoria ,D
Principles of Real Estate Practice in Florida,1.4,Un tribunal puede conceder una servidumbre por prescripción si: ,"Un municipio necesita cavar una zanja a través de la propiedad de un propietario para instalar una línea de alcantarillado a una propiedad vecina, y el propietario niega el permiso ",El dueño de una propiedad vende la mitad delantera de un lote y quiere continuar usando el camino de entrada para llegar a la parte trasera del lote ,Un individuo ha estado usando la propiedad de otro como servidumbre durante el período de tiempo prescrito sin interrupción y sin el permiso del propietario ,El dueño de una propiedad quiere evitar que el dueño de una propiedad contigua construya una adición en el segundo piso que bloquee la luz del sol a su jardín de rosas ,C 
Principles of Real Estate Practice in Florida,1.5,Un gravamen es un ,deuda contraída por el dueño de una propiedad ,Pagaré otorgado por el propietario de un inmueble como garantía de una deuda ,Crédito del acreedor contra la propiedad como garantía de una deuda del propietario de la propiedad ,documento que crea una servidumbre ,C 
Principles of Real Estate Practice in Florida,1.6,¿Cuál de las siguientes opciones caracteriza mejor a una Escritura de Comité? ,Un documento de seguro creado para asegurar un instrumento hipotecario ,Una forma de escritura que transfiere el título a un comité de ejecución hipotecaria ejecutado por una parte incompetente ,Un documento de traspaso para las partes incompetentes ejecutado por un grupo de miembros del comité ordenado por el tribunal ,El instrumento diseñado para su uso como documento de traspaso en una venta corta ,C 
Principles of Real Estate Practice in Florida,1.7,El financiamiento hipotecario es la práctica de ,Compra y venta de hipotecas como vehículo de inversión ,Prestar dinero a inversores inmobiliarios para financiar la compra de hipotecas ,Usar fondos prestados garantizados por una hipoteca o escritura de fideicomiso para comprar bienes raíces ,Obtención de un título equitativo de bienes inmuebles mediante la compra de pagarés ,C 
Principles of Real Estate Practice in Florida,1.8,¿Cuál es la función de un pagaré en un acuerdo de financiamiento de hipoteca o escritura fiduciaria? ,Es evidencia del interés del prestamista en la propiedad colateral ,Es evidencia de la propiedad de la hipoteca o escritura de fideicomiso ,Contiene la promesa del prestatario de mantener el valor de la propiedad dada como garantía de un préstamo ,Es evidencia de la deuda del prestatario con el prestamista ,D
Principles of Real Estate Practice in Florida,1.9,"Si un prestatario obtiene un préstamo de solo intereses de $75,000 a una tasa de interés anual del 8%, ¿cuál es el pago mensual de intereses? ",$720 ,$625 ,$42 ,$500 ,D
Principles of Real Estate Practice in Florida,1.10,¿Cuál de las siguientes afirmaciones es cierta para un préstamo amortizable? ,El monto de los intereses anuales pagados es el mismo para cada año del plazo del préstamo ,Una parte de cada pago periódico se destina al reembolso anticipado del saldo del préstamo y otra parte al pago de intereses atrasados ,"A excepción de los puntos que se puedan pagar, los intereses sobre el saldo del préstamo generalmente se pagan por adelantado ",La tasa de interés se reduce cada año para mantener pagos iguales a pesar de que el saldo pendiente del préstamo es menor ,B
Principles of Real Estate Practice in Florida,1.11,"La industria de bienes raíces está regulada por leyes federales, estatales y locales, así como por ",sus propios códigos de ética profesional ,la Cámara de Comercio local ,la Agencia de Protección al Consumidor ,el Better Business Bureau ,A
Principles of Real Estate Practice in Florida,1.12,¿Cuánto tiempo es válida una solicitud inicial de licencia? ,60 días a partir de la fecha en que fue recibido por el DBPR ,90 días a partir de la fecha en que fue recibido por el DBPR ,1 año a partir de la fecha en que fue recibido por el DBPR ,2 años a partir de la fecha en que fue recibido por el DBPR ,D
Principles of Real Estate Practice in Florida,1.13,¿Cuál de las siguientes afirmaciones es verdadera con respecto a los requisitos de licencia de asociado de ventas? ,Los solicitantes deben completar 72 horas de educación previa a la licencia ,Los solicitantes deben aprobar el examen de fin de curso con una puntuación del 75%. ,Los solicitantes deben imprimir su propio certificado de finalización del curso ,Los solicitantes pueden completar el curso de educación previa a la licencia a través de la educación a distancia ,D
Principles of Real Estate Practice in Florida,1.14,Un solicitante debe tomar y aprobar el examen de licencia estatal dentro de _____ de completar la educación previa a la licencia ,90 días ,1 año ,2 años ,De 30 días a 1 año ,C 
Principles of Real Estate Practice in Florida,1.15,"Si un solicitante de una licencia de corredor ha sido licenciado como asociado de ventas de Florida durante los 5 años anteriores, ",El solicitante debe completar el curso posterior a la licencia de asociado de ventas antes de solicitar la licencia de corredor ,El solicitante no está obligado a completar la educación previa a la licencia de corredor ,El solicitante no está obligado a tomar el examen de licencia estatal ,Se exime de la tarifa de licencia de corredor del solicitante ,A
Principles of Real Estate Practice in Florida,1.16,Los registros de la cuenta de depósito en garantía deben mantenerse durante ,No más de 3 años ,al menos 2 años ,por lo menos 5 años ,7 años ,C 
Principles of Real Estate Practice in Florida,1.17,"Si los fondos de garantía se colocan en una cuenta que devenga intereses, ¿a quién se deben pagar los intereses? ",El vendedor ,El comprador ,El titular de la cuenta ,A quien todas las partes acuerden ,D
Principles of Real Estate Practice in Florida,1.18,"Si hay un conflicto sobre el desembolso del fondo de custodia, ¿cuál es el primer paso que debe tomar el corredor? ",Iniciar la mediación ,Notificar a la FREC ,Notificar a la compañía de títulos ,Iniciar un litigio con una acción de interpelación ,B
Principles of Real Estate Practice in Florida,1.19,¿Cuál de estas afirmaciones es verdadera con respecto a las opiniones de título? ,Los licenciatarios de bienes raíces están calificados para ofrecer una opinión de título ,Los licenciatarios pueden incluir la opinión de un abogado sobre el título al proporcionar información a un comprador ,Los licenciatarios pueden ofrecer su propia opinión sobre el título sujeto a haber consultado con su abogado ,Los licenciatarios tienen prohibido aconsejar a los compradores que consulten con un abogado para obtener una opinión sobre el título ,B
Principles of Real Estate Practice in Florida,1.20,¿Cuál de las siguientes opciones está prohibida? ,Una correduría que establece una tasa de comisión estándar para todas las transacciones manejadas por esa correduría ,Un asociado de ventas que demanda al corredor empleador por falta de pago de la comisión ,Un corredor que paga a una persona sin licencia para realizar trabajos de mantenimiento en propiedades de alquiler ,Compartir una comisión con una de las partes de la transacción sin divulgarla a todas las partes involucradas ,D
Principles of Real Estate Practice in Florida,1.21,¿Cuál de las siguientes situaciones ilustra el principio de contribución? ,Un comprador de vivienda hace un pago inicial del 20% en lugar del 10% que requiere el prestamista ,"Un propietario agrega un tercer baño a una casa y, por lo tanto, aumenta el valor de tasación en $10,000 ","El valor de tasación de una casa aumenta en $20,000 durante un período de dos años debido a los precios pagados recientemente por otras casas en el vecindario ","Debido a una disminución en las tasas de interés hipotecarias, un propietario en un determinado mercado puede poner su casa a un precio más alto ",B
Principles of Real Estate Practice in Florida,1.22,¿Cuál de las siguientes afirmaciones describe adecuadamente el concepto central del enfoque de comparación de ventas? ,Encuentre el precio medio de propiedades comparables vendidas recientemente y sume o reste cantidades en dólares en la propiedad en cuestión para tener en cuenta las diferencias competitivas ,Hacer ajustes en dólares a los precios de venta de propiedades comparables para tener en cuenta las diferencias competitivas con el sujeto ,Encuentre al menos tres propiedades comparables que estén actualmente a la venta y haga ajustes en dólares a los precios de venta para tener en cuenta las diferencias competitivas con el sujeto ,Aplique un factor de apreciación al precio al que se vendió más recientemente la propiedad en cuestión y realice ajustes en dólares para tener en cuenta las diferencias competitivas con propiedades comparables actualmente a la venta ,B
Principles of Real Estate Practice in Florida,1.23,La mejor propiedad comparable para su uso en el enfoque de comparación de ventas es la que ,se encuentra más cerca de la propiedad en cuestión ,requiere la menor cantidad y los más pequeños ajustes ,vendido más recientemente ,fue construido de acuerdo con el mismo plan que el sujeto y aproximadamente al mismo tiempo ,B
Principles of Real Estate Practice in Florida,1.24,¿Cuál de las siguientes afirmaciones describe adecuadamente la metodología del enfoque de costos para la evaluación? ,Aplique un factor de depreciación al costo real reportado de adquirir y mejorar la propiedad en cuestión ,Estime el costo de construir las mejoras en la propiedad en cuestión ,Estime el valor del terreno y agregue a esto el costo real de las mejoras ajustado por diferencias competitivas con propiedades similares ,Sume el valor estimado del terreno y el costo de las mejoras y reste la depreciación acumulada de las mejoras ,D
Principles of Real Estate Practice in Florida,1.25,"Una propiedad está siendo evaluada por el enfoque de costos. El tasador estima que el terreno tiene un valor de $10,000 y el costo de reemplazo de las mejoras es de $75,000. La depreciación total por todas las causas es de $7,000. ¿Cuál es el valor indicado del inmueble? ",68.000 dólares ,92.000 dólares ,82.000 dólares ,"$78,000 ",D
Principles of Real Estate Practice in Florida,1.26,"Para evitar violar la Ley de Procedimientos de Liquidación de Bienes Raíces, las partes que brindan servicios al comprador o vendedor en una transacción deben ",antes de la fecha de cierre de cualquier servicio que presten ,Informar al agente de cierre del costo de sus servicios al menos una semana antes de la fecha de cierre ,"Reciba el pago solo de los fondos mantenidos en custodia, no directamente del comprador o vendedor. ",Divulgar por escrito cualquier relación comercial que tengan con otras partes involucradas en la transacción ,D
Principles of Real Estate Practice in Florida,1.27,¿Cuál de los siguientes conceptos se paga atrasado? ,Alquiler de apartamento ,Una prima de seguro contra inundaciones ,Una comisión de apertura del préstamo ,Una factura de impuestos sobre bienes inmuebles ,D
Principles of Real Estate Practice in Florida,1.28,"Una transacción de venta cierra el 1 de abril, el día noventa y uno del año fiscal. El día del cierre pertenece al vendedor. Se espera que los impuestos inmobiliarios para el año, aún no facturados, sean de $3,150. De acuerdo con el método de 365 días, ¿cuál es la parte de la factura de impuestos que le corresponde al vendedor? ",$776.71 ,$785.34 ,$959.54 ,"$2,364.66 ",B
Principles of Real Estate Practice in Florida,1.29,"Si la demanda está aumentando, ¿cuál sería el efecto probable en los precios de los inmuebles en una zona donde el municipio ha declarado una moratoria sobre las nuevas construcciones? ",Los precios se estabilizarían ,Los precios seguirían la tendencia que precedió a la moratoria ,Los precios bajarían ,Los precios subirían ,D
Principles of Real Estate Practice in Florida,1.30,"De acuerdo con la ley bancaria federal, ¿cuál de las siguientes es una ""transacción relacionada con el gobierno federal"" que requiere que un tasador certificado realice la tasación? ",Una transacción financiera de bienes raíces que está regulada por una agencia reguladora de una institución financiera federal ,Un avalúo que se realiza en una propiedad que pertenece al gobierno federal ,Una transacción de bienes raíces para el gobierno de los EE. UU. que está siendo manejada por un corredor de bienes raíces con licencia ,Una transacción financiera de bienes raíces que no requiere un tasador certificado para realizar la tasación ,A
Principles of Real Estate Practice in Florida,1.31,No residentes solicitando una licencia en Florida ,debe ser de un estado que tenga un acuerdo de reconocimiento mutuo con Florida ,están exentos de completar la educación previa a la licencia en Florida ,generalmente deben tener licencia en su estado de residencia ,No tienen que presentar un informe de huellas dactilares ni pagar la tarifa de residente ,C 
Principles of Real Estate Practice in Florida,1.32,Todos los licenciatarios de corredores deben completar ________ de educación posterior a la licencia ,30 horas ,Dos cursos de 20 horas ,60 horas ,45 horas ,C 
Principles of Real Estate Practice in Florida,1.33,Un licenciatario puede completar un curso educativo de 28 horas para reactivar una licencia que ha estado en estado inactivo involuntario durante ,menos de 1 año ,De 1 a 2 años ,Más de 2 años ,hasta 5 años ,B
Principles of Real Estate Practice in Florida,1.34,Los miembros de FREC sirven __________ mandatos ,2 años ,4 años ,6 años ,8 años ,B
Principles of Real Estate Practice in Florida,1.35,"Tom obtuvo su licencia de asociado de ventas en abril de 2016 y renovó esa licencia el 31 de marzo de 2018. Su próxima fecha de renovación estaba programada para el 31 de marzo de 2020. Sin embargo, Tom obtuvo su licencia de corredor el 8 de julio de 2019. ¿Cuándo hay que renovar esta licencia de corredor? ",antes del 31 de marzo de 2020 ,antes del 31 de marzo de 2021 ,antes del 30 de septiembre de 2020 ,a más tardar el 30 de septiembre de 2021 ,B
Principles of Real Estate Practice in Florida,1.36,¿Cuál de las siguientes afirmaciones es verdadera con respecto a la enmienda Salva Nuestras Casas - Save Our Homes (SOH) de Florida? ,"La enmienda SOH proporciona una exención de impuestos de $25,000 para viviendas valoradas en más de $35,000 ",La enmienda de la SOH limita el aumento máximo del valor de tasación anual de una vivienda familiar al 3% del valor de tasación de la propiedad del año anterior ,"El beneficio de ahorro de la enmienda SOH tiene un límite de $250,000 ",La enmienda SOH establece un tope de tasación del 25% para las propiedades que no son de vivienda ,B
Principles of Real Estate Practice in Florida,1.37,"Un propietario recibe una factura de impuestos que incluye una cantidad para el distrito de bibliotecas, gravada a $1.00 por cada $1,000, y el distrito de protección contra incendios, gravada a $2.00 por cada $1,000. ¿Cuánto tiene que pagar el contribuyente por estos dos artículos si el valor imponible de la propiedad es de $470,000? ","$15,670 ","$1,570 ","$14,100 ","$1,410 ",D
Principles of Real Estate Practice in Florida,1.38,¿Cuál es el propósito de la Ley de Política de Crecimiento y Planificación Comunitaria de la Florida (Ch F.S. 163)? ,Promover el impacto beneficioso que los centros comunitarios rurales tienen en las economías locales y estatales ,"Asegurar que los servicios públicos, como el agua y el transporte, estén en su lugar antes de las mejoras ",Prohibir la expansión y la congestión ,Lograr que los gobiernos locales y estatales se concentren en el uso y crecimiento de la tierra comunitaria ,B
Principles of Real Estate Practice in Florida,1.39,¿Cuál es la relación entre la planificación maestra y las ordenanzas de zonificación? ,La compilación de ordenanzas urbanísticas es el plan maestro ,Un plan maestro elimina la necesidad de ordenanzas de zonificación ,La planificación maestra es una función a nivel estatal; La zonificación se limita al nivel del condado ,Las ordenanzas de zonificación son un medio principal para mantener el uso de la tierra en línea con el plan maestro ,D
Principles of Real Estate Practice in Florida,1.40,¿Cuál es la diferencia entre una variación y un uso no conforme? ,"Una variación, una vez concedida, es incondicional y permanente ",La variación es otorgada por la junta de zonificación si el propietario tiene una razón justificable ,Se permite un uso no conforme si el propietario lo solicita antes de la construcción ,"Un El uso no conforme viola la zonificación actual, pero una variación no lo hace ",B
Principles of Real Estate Practice in Florida,1.41,¿Cuál de los siguientes es un ejemplo de coaccion inmobilaria (blockbusting)? ,Un agente muestra a un comprador de vivienda minoritario propiedades ubicadas en un vecindario donde no hay otros propietarios minoritarios ,Un agente persuade a un comprador de vivienda de una minoría para que evite buscar en un vecindario donde no hay propietarios de viviendas de minorías ,Un agente persuade a una familia para que ponga su casa en el mercado porque las familias de minorías étnicas están comenzando a mudarse al vecindario ,Un agente persuade a un comprador de vivienda minoritario para que compre una propiedad ubicada en un área donde la mayoría de los propietarios pertenecen a grupos minoritarios ,C 
Principles of Real Estate Practice in Florida,1.42,La práctica de la exclusión (linea roja) está específicamente prohibida por ,La Ley de Divulgación de Hipotecas de Vivienda ,La Ley de Procedimientos de Liquidación de Bienes Inmuebles ,La Ley de Derechos Civiles de 1866 ,La Ley de Estadounidenses con Discapacidades ,A
Principles of Real Estate Practice in Florida,1.43,"Según las leyes federales de vivienda justa, el propietario de un edificio de apartamentos de diez unidades puede legalmente ",Anuncie que la propiedad no está disponible para nadie que requiera acceso para sillas de ruedas ,negarse a alquilar a extranjeros ,Exigir a las familias sin hijos que paguen el mismo depósito de seguridad que deben pagar las familias con niños ,Exigir a los inquilinos que se muden cuando cumplan 62 años ,C 
Principles of Real Estate Practice in Florida,1.44,Las ventas que involucren un _______________ requieren una declaración de divulgación al comprador de que el comprador no debe ejecutar el contrato hasta que haya leído el resumen de divulgación ,CDD ,Asociación de Propietarios ,Condominio ,Tiempo compartido ,B
Principles of Real Estate Practice in Florida,1.45,"Por definición, la propiedad personal ",Incluye bienes inmuebles ,es cualquier propiedad que no sea un bien inmueble ,es cualquier propiedad propiedad de un individuo ,es un bien inmueble que no está vinculado a un bien inmueble ,B
Principles of Real Estate Practice in Florida,1.46,La relación de agencia se define por ,el Código de Ética de los Agentes® Inmobiliarios ,las leyes de agencia ,El derecho de los contratos inmobiliarios ,el acuerdo entre un mandante y un agente ,B
Principles of Real Estate Practice in Florida,1.47,El agente y el mandante pueden poner fin a la relación de agencia por consentimiento mutuo ,en cualquier momento ,en cualquier momento hasta que el agente haya comenzado a cumplir con las obligaciones del acuerdo ,solo si el acuerdo escrito prevé la cancelación ,solo si el mandante y el mandatario tienen un contrato ,A
Principles of Real Estate Practice in Florida,1.48,Uno de los deberes fiduciarios del agente que continúa incluso después de que expira un acuerdo de cotización es ,obediencia ,diligencia ,Confidencialidad ,Divulgación ,C 
Principles of Real Estate Practice in Florida,1.49,El corredor de un comprador le debe el conjunto completo de deberes fiduciarios a ,el comprador ,el vendedor ,La parte que pagará la comisión ,El agente del vendedor ,A
Principles of Real Estate Practice in Florida,1.50,"Entre los deberes de un corredor que actúa como corredor de transacciones, se encuentra ",preservar la confidencialidad de la información recibida de cualquiera de las partes al no informar a la otra parte ,ayudar a las dos partes a llegar a un acuerdo que se acerque más a la consecución de los objetivos de cada parte ,Revelar hechos materiales que afecten el valor de la propiedad a ambas partes ,elegir obedecer las instrucciones de una de las partes e informar a la otra parte de la decisión ,C 
Principles of Real Estate Practice in Florida,1.51,¿Qué es la relación préstamo-valor? ,El porcentaje de la cartera de un prestamista que se compone de préstamos hipotecarios ,La relación entre el capital prestado más el interés total y el valor de tasación de la propiedad en garantía ,La relación entre el rendimiento de un prestamista en un préstamo hipotecario y el valor de la propiedad colateral ,La fracción del valor de tasación de la propiedad ofrecida como garantía que el prestamista está dispuesto a prestar ,D
Principles of Real Estate Practice in Florida,1.52,"Un solicitante de préstamo tiene un ingreso bruto anual de $36,000. ¿Cuánto le permitirá un prestamista al solicitante pagar los gastos mensuales de vivienda para calificar para un préstamo si el prestamista utiliza un índice de ingresos del 28%? ","$2,160 ",$840 ,"$1,008 ",$720 ,B
Principles of Real Estate Practice in Florida,1.53,Un certificado de elegibilidad de VA determina ,si una persona es un veterano ,el monto máximo del préstamo que un prestamista aprobado puede otorgar a los veteranos ,cuánto de un préstamo garantizará el VA ,si un prestamista está aprobado para emitir préstamos garantizados por el VA ,C 
Principles of Real Estate Practice in Florida,1.54,El prestatario en una transacción de préstamo hipotecario se conoce como el ,acreedor hipotecario ,deudor hipotecario ,lienor ,fiduciario ,B
Principles of Real Estate Practice in Florida,1.55,"Si un prestamista descubre que un solicitante de un préstamo hipotecario ha pedido prestado el pago inicial de un pariente y tiene que pagar ese préstamo, es probable que el prestamista ",Rechazar la solicitud ,ajustar el cálculo del índice de endeudamiento del solicitante y reducir el monto del préstamo ,Aumentar el monto del préstamo para permitir que el prestatario pague el préstamo al pariente ,Exigir al prestatario que realice pagos a una cuenta de depósito en garantía para el pago del préstamo del pariente ,B
Principles of Real Estate Practice in Florida,1.56,¿Cuál de las siguientes opciones describe mejor el aviso real? ,Es un aviso publicado en un periódico ,Es un conocimiento que uno podría o debería haber obtenido ,Es un aviso que se indica explícitamente en un documento legal ,Es el conocimiento recibido o impartido a través de la experiencia directa ,D
Principles of Real Estate Practice in Florida,1.57,El título puede ser transferido voluntariamente por ,"concesión, escritura y testamento ","Estafa, escritura y pacto ","certificado de título, testamento y escritura ","Contrato de compraventa, escritura y garantía de embargo ",A
Principles of Real Estate Practice in Florida,1.58,Una de las condiciones que debe cumplir un poseedor adverso para obtener el título legal de una propiedad es ,Poseer y reclamar abiertamente la propiedad sin el consentimiento del propietario ,Ocupar el inmueble sin permiso de ocupación ,Usar la propiedad de manera intermitente y sin permiso durante un período de años. ,Construcción de una estructura permanente en la propiedad ,A
Principles of Real Estate Practice in Florida,1.59,Entre las principales obligaciones de un arrendador en un contrato de arrendamiento se encuentran: ,Asegurar al inquilino contra la pérdida de bienes personales ,proporcionar el apoyo y los servicios del edificio requeridos ,garantizando que se cobre un alquiler justo ,Asegurar el inmueble por el valor del arrendamiento ,B
Principles of Real Estate Practice in Florida,1.60,"¿Qué tipo de mapa incluye el nombre del propietario, la dirección postal, los datos de venta, las valoraciones, la información del edificio y la dirección del sitio? ",Mapa de la parcela ,Mapa catastral ,Mapa tributario ,Mapa topográfico ,B
Principles of Real Estate Practice in Florida,1.61,"Si un demandante retira una queja presentada, ¿cuál de las siguientes acciones puede ocurrir? ","De todos modos, el FREC puede investigar la denuncia ",El DBPR puede investigar la queja de todos modos ,La denuncia se desestima automáticamente y se archiva ,El denunciante puede ser multado por presentar y luego retirar la queja ,B
Principles of Real Estate Practice in Florida,1.62,"Cuando el Panel de Causa Probable determina que no hay causa probable, ¿qué sucede a continuación? ",El Grupo Especial emite un aviso de incumplimiento ,El DBPR anula la constatación del Grupo Especial y sigue investigando la reclamación ,El Panel podrá emitir una carta de orientación ,El secretario del DBPR puede emitir una suspensión sumaria ,C 
Principles of Real Estate Practice in Florida,1.63,¿Cuándo se suspenden las tarifas especiales para financiar el Fondo de Recuperación? ,"Cuando el saldo del Fondo alcance los $150,000 ",Cuando el saldo del Fondo alcance los 500.000 dólares ,Cuando el saldo del Fondo alcance 1 millón de dólares ,Nunca ,C
Principles of Real Estate Practice in Florida,1.64,"En Florida, los depósitos de seguridad de alquiler se limitan a ",Importe de 1 mes de alquiler ,el total de los importes del primer y último mes de alquiler ,"$1,000 ",La ley de Florida no establece un límite en los montos de los depósitos de seguridad ,D
Principles of Real Estate Practice in Florida,1.65,La ley de vivienda justa que protegió por primera vez a las personas contra la discriminación en la vivienda basada en la raza fue la ,Ley de Derechos Civiles de 1866 ,Ley de Derechos Civiles de 1968 ,Orden Ejecutiva 11063 de 1962 ,Enmienda del Título VIII a la Ley de Vivienda Justa ,A
